name,make,model,year,price,cylinders,transmission,trim,body,drivetrain
2024 Chevrolet Silverado 1500 LT Trail Boss,Chevrolet,Silverado 1500,2024,65175.0,6.0,Automatic,LT Trail Boss,Pickup Truck,Four-wheel Drive
2024 Nissan Versa 1.6 SR,Nissan,Versa,2024,20389.0,4.0,Automatic CVT,1.6 SR,Sedan,Front-wheel Drive
2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,2024,50599.0,4.0,Automatic,Preferred,SUV,All-wheel Drive
2024 Hyundai Santa Fe SE 2.4,Hyundai,Santa Fe,2024,38100.0,4.0,Automatic,SE 2.4,SUV,All-wheel Drive
2024 Kia Sportage EX,Kia,Sportage,2024,31190.0,4.0,8-Speed Automatic,EX,SUV,Front-wheel Drive
2024 Jeep Wrangler 4xe Sport,Jeep,Wrangler 4xe,2024,50755.0,4.0,8-Speed Automatic,Sport,SUV,Four-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,42201.0,Electric,Automatic,SEL,SUV,Rear-wheel Drive
2024 Honda Prologue TOURING,Honda,Prologue,2024,55800.0,Electric,1-Speed Automatic,TOURING,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,35404.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid N Line,Hyundai,Tucson Hybrid,2024,35656.0,4.0,6-Speed Automatic,N Line,SUV,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,32660.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Hyundai IONIQ 6 SE,Hyundai,IONIQ 6,2024,50850.0,Electric,Automatic,SE,Sedan,All-wheel Drive
2024 Jeep Wrangler 4xe Rubicon,Jeep,Wrangler 4xe,2024,61860.0,4.0,8-Speed Automatic,Rubicon,SUV,Four-wheel Drive
2024 Volkswagen Taos 1.5T S,Volkswagen,Taos,2024,25895.0,4.0,7-Speed DSGA? Automatic w/ 4MO,1.5T S,SUV,All-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,26600.0,4.0,CVT,SR,SUV,Front-wheel Drive
2024 BMW i5 M60,BMW,i5,2024,91825.0,Electric,1-Speed Automatic,M60,Sedan,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SEL,Hyundai,Santa Cruz,2024,37325.0,4.0,8-Speed Automatic,2.5L SEL,Pickup Truck,All-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,52642.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,40235.0,4.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,42064.0,4.0,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,39832.0,4.0,6-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Jeep Wagoneer Base,Jeep,Wagoneer,2024,65928.0,6.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Dodge Hornet R/T EAWD,Dodge,Hornet,2024,41036.0,4.0,6-Speed Automatic,R/T EAWD,SUV,All-wheel Drive
2024 Volkswagen Taos 1.5T SEL,Volkswagen,Taos,2024,33331.0,4.0,7-Speed DSGA? Automatic w/ 4MO,1.5T SEL,SUV,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,51835.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 GMC Terrain Denali,GMC,Terrain,2024,44120.0,4.0,Automatic,Denali,SUV,All-wheel Drive
2024 Hyundai IONIQ 5 SE,Hyundai,IONIQ 5,2024,42466.0,Electric,1-Speed Automatic,SE,SUV,All-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,54209.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,86505.0,6.0,Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,48595.0,4.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,All-wheel Drive
2024 Acura MDX Base,Acura,MDX,2024,52950.0,6.0,10-Speed Automatic,Base,SUV,All-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,52567.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Dodge Durango Pursuit,Dodge,Durango,2024,50049.0,8.0,8-Speed Automatic,Pursuit,SUV,All-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,87488.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Hyundai IONIQ 5 SE,Hyundai,IONIQ 5,2024,43904.0,Electric,1-Speed Automatic,SE,SUV,All-wheel Drive
2024 Chevrolet Blazer EV RS,Chevrolet,Blazer EV,2024,55090.0,Electric,1-Speed Automatic,RS,SUV,All-wheel Drive
2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,2024,110395.0,Electric,Automatic,Base 4MATIC,Sedan,All-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,44737.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Volkswagen ID.4 Standard,Volkswagen,ID.4,2024,41693.0,Electric,62 kWh battery,Standard,SUV,Rear-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,41995.0,4.0,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,All-wheel Drive
2024 Honda CR-V Hybrid Sport-L,Honda,CR-V,2024,38855.0,4.0,Automatic,Hybrid Sport-L,SUV,Front-wheel Drive
2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,2024,58909.0,4.0,Automatic,Trailhawk,SUV,Four-wheel Drive
2024 RAM 2500 Big Horn,RAM,2500,2024,65350.0,8.0,8-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,49411.0,6.0,Automatic,Altitude,SUV,Four-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,72908.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,50590.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Chevrolet Silverado 2500 LT,Chevrolet,Silverado 2500,2024,70190.0,8.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Chevrolet Equinox LS,Chevrolet,Equinox,2024,25515.0,4.0,6-Speed Automatic Electronic with Overdrive,LS,SUV,Front-wheel Drive
2024 Jeep Wrangler Rubicon,Jeep,Wrangler,2024,59542.0,6.0,Automatic,Rubicon,SUV,Four-wheel Drive
2024 RAM ProMaster 2500 High Roof,RAM,ProMaster 2500,2024,53445.0,6.0,9-Speed Automatic,High Roof,Cargo Van,Front-wheel Drive
2024 RAM 2500 Laramie,RAM,2500,2024,79675.0,6.0,6-Speed Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 GMC Sierra 3500 SLT,GMC,Sierra 3500,2024,87075.0,8.0,10-Speed Shiftable Automatic,SLT,Pickup Truck,Four-wheel Drive
2024 Ford Escape Active,Ford,Escape,2024,34799.0,3.0,8-Speed Automatic,Active,SUV,All-wheel Drive
2024 RAM 2500 Laramie,RAM,2500,2024,67125.0,6.0,6-Speed Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,2024,46721.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Kia EV6 Wind,Kia,EV6,2024,43348.0,Electric,Automatic,Wind,SUV,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,56119.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,28193.0,4.0,8-Speed Automatic,1.5T SE,SUV,Front-wheel Drive
2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,2024,58949.0,4.0,Automatic,Premium Plus,SUV,All-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,54949.0,4.0,Automatic,Premium,SUV,All-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,54949.0,4.0,Automatic,Premium,SUV,All-wheel Drive
2024 Subaru Legacy Premium,Subaru,Legacy,2024,31042.0,4.0,Automatic CVT,Premium,Sedan,All-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,34000.0,4.0,9-speed automatic,GT AWD,SUV,All-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,54449.0,4.0,Automatic,Premium,SUV,All-wheel Drive
2024 Ford F-350 Lariat Super Duty,Ford,F-350,2024,77885.0,8.0,10-Speed Automatic,Lariat Super Duty,Pickup Truck,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,31535.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,2024,50349.0,4.0,Automatic,Preferred,SUV,All-wheel Drive
2024 Acura MDX Technology,Acura,MDX,2024,56345.0,6.0,10-Speed Automatic,Technology,SUV,Front-wheel Drive
2024 BMW i4 Gran Coupe M50,BMW,i4 Gran Coupe,2024,73670.0,Electric,1-Speed Automatic,M50,Hatchback,All-wheel Drive
2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,2024,50675.0,4.0,8-Speed Automatic,Preferred,SUV,All-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,64516.0,6.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,36480.0,4.0,Automatic,GT,SUV,All-wheel Drive
2024 Audi Q8 e-tron Premium,Audi,Q8 e-tron,2024,89780.0,Electric,Automatic,Premium,SUV,All-wheel Drive
2024 BMW i7 eDrive50,BMW,i7,2024,110445.0,Electric,1-Speed Automatic,eDrive50,Sedan,Rear-wheel Drive
2024 Volkswagen Jetta 1.4T SE,Volkswagen,Jetta,2024,26104.0,4.0,8-Speed Automatic with Tiptronic,1.4T SE,Sedan,Front-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,42790.0,4.0,6-Speed Automatic,R/T,SUV,All-wheel Drive
2024 BMW M235 Gran Coupe i xDrive,BMW,M235 Gran Coupe,2024,54545.0,4.0,8-Speed Automatic,i xDrive,Sedan,All-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,65774.0,6.0,6-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Nissan Rogue SV,Nissan,Rogue,2024,34305.0,3.0,Automatic,SV,SUV,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,44621.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,39763.0,4.0,6-Speed Automatic,R/T,SUV,All-wheel Drive
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,2024,67237.0,6.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,Four-wheel Drive
2024 Honda CR-V Hybrid Sport,Honda,CR-V Hybrid,2024,36900.0,4.0,Automatic CVT,Sport,SUV,All-wheel Drive
2024 Ford Expedition Limited,Ford,Expedition,2024,90350.0,6.0,10-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Ford Expedition Timberline,Ford,Expedition,2024,83910.0,6.0,10-Speed Automatic,Timberline,SUV,Four-wheel Drive
2024 Audi Q8 e-tron Premium,Audi,Q8 e-tron,2024,84465.0,Electric,Automatic,Premium,SUV,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49944.0,8.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Kia Sportage S,Kia,Sportage,2024,32433.0,4.0,8-Speed Automatic,S,SUV,All-wheel Drive
2024 Kia Sportage SX,Kia,Sportage,2024,33095.0,4.0,8-Speed Automatic,SX,SUV,Front-wheel Drive
2024 Kia Sportage X-Pro Prestige,Kia,Sportage,2024,39990.0,4.0,8-Speed Automatic,X-Pro Prestige,SUV,All-wheel Drive
2024 Land Rover Range Rover Evoque Dynamic SE,Land Rover,Range Rover Evoque,2024,62145.0,4.0,9-Speed Automatic,Dynamic SE,SUV,All-wheel Drive
2024 Honda Odyssey Elite,Honda,Odyssey,2024,48364.0,6.0,10-Speed Automatic,Elite,Passenger Van,Front-wheel Drive
2024 RAM 2500 Longhorn,RAM,2500,2024,83374.0,6.0,Automatic,Longhorn,Pickup Truck,Four-wheel Drive
2024 Honda Prologue TOURING,Honda,Prologue,2024,56550.0,Electric,1-Speed Automatic,TOURING,SUV,All-wheel Drive
2024 Chevrolet Equinox FWD RS,Chevrolet,Equinox,2024,31222.0,4.0,6-Speed Automatic Electronic with Overdrive,FWD RS,SUV,Front-wheel Drive
2024 GMC Sierra 2500 Denali,GMC,Sierra 2500,2024,85845.0,8.0,10-Speed Automatic,Denali,Pickup Truck,Four-wheel Drive
2024 Kia Sportage S,Kia,Sportage,2024,30034.0,4.0,8-Speed Automatic,S,SUV,Front-wheel Drive
2024 Audi Q5 e Premium 55 TFSI e S line quattro S tronic,Audi,Q5 e,2024,69995.0,4.0,7-Speed Automatic S tronic,Premium 55 TFSI e S line quattro S tronic,SUV,All-wheel Drive
2024 Volkswagen Jetta 1.4T SE,Volkswagen,Jetta,2024,27554.0,4.0,8-Speed Automatic with Tiptronic,1.4T SE,Sedan,Front-wheel Drive
2024 Nissan Titan SV,Nissan,Titan,2024,45716.0,8.0,Automatic,SV,Pickup Truck,Four-wheel Drive
2024 Audi RS e-tron GT quattro,Audi,RS e-tron GT,2024,153690.0,Electric,1-Speed Automatic,quattro,Sedan,All-wheel Drive
2024 Ford Edge ST-Line,Ford,Edge,2024,42715.0,4.0,8-Speed Automatic,ST-Line,SUV,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SEL,Hyundai,Santa Cruz,2024,36970.0,4.0,8-Speed Automatic,2.5L SEL,Pickup Truck,All-wheel Drive
2024 Volkswagen Jetta 1.5T SE,Volkswagen,Jetta,2024,26329.0,4.0,8-Speed Automatic,1.5T SE,Sedan,Front-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,30101.0,4.0,6-Speed Automatic,1LT,SUV,All-wheel Drive
2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,2024,113030.0,Electric,Automatic,Base 4MATIC,Sedan,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,54899.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Kia Sportage S,Kia,Sportage,2024,32198.0,4.0,8-Speed Automatic,S,SUV,All-wheel Drive
2024 Nissan Titan SV,Nissan,Titan,2024,54585.0,8.0,Automatic,SV,Pickup Truck,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,35999.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,36882.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 INFINITI QX50 LUXE,INFINITI,QX50,2024,45055.0,4.0,Variable,LUXE,SUV,Front-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,69697.0,6.0,Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,2024,49285.0,Electric,1-Speed Automatic,Premium,SUV,All-wheel Drive
2024 Jeep Wrangler 4xe Sport S,Jeep,Wrangler 4xe,2024,51083.0,4.0,8-Speed A/T,Sport S,SUV,Four-wheel Drive
2024 Kia EV6 Wind,Kia,EV6,2024,41528.0,Electric,Automatic,Wind,SUV,All-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,27400.0,4.0,CVT,SR,SUV,Front-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,52445.0,4.0,8-Speed Automatic,Base,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid Blue,Hyundai,Tucson Hybrid,2024,34600.0,4.0,6-Speed Automatic,Blue,SUV,All-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,34084.0,4.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,50184.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,45842.0,Electric,1-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T NIGHT,Hyundai,Santa Cruz,2024,40380.0,4.0,8-Speed Automatic with Auto-Shift,2.5T NIGHT,Pickup Truck,All-wheel Drive
2024 Land Rover Discovery Sport Dynamic SE,Land Rover,Discovery Sport,2024,55353.0,4.0,9-Speed Automatic,Dynamic SE,SUV,All-wheel Drive
2024 Mercedes-Benz Sprinter 3500 170 WB High Roof Extended Cargo,Mercedes-Benz,Sprinter 3500,2024,72357.0,4.0,9-Speed Automatic,170 WB High Roof Extended Cargo,Cargo Van,Rear-wheel Drive
2024 Hyundai Tucson Hybrid Blue,Hyundai,Tucson Hybrid,2024,34492.0,4.0,6-Speed Automatic,Blue,SUV,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,36000.0,4.0,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,35999.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,53160.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe 4x4,Jeep,Grand Cherokee 4xe,2024,59116.0,4.0,Automatic,4x4,SUV,Four-wheel Drive
2024 Jeep Wrangler Rubicon,Jeep,Wrangler,2024,67510.0,6.0,Automatic,Rubicon,SUV,Four-wheel Drive
2024 Honda Odyssey Elite,Honda,Odyssey,2024,48187.0,6.0,10-Speed Automatic,Elite,Passenger Van,Front-wheel Drive
2024 Volkswagen Jetta 1.5T SE,Volkswagen,Jetta,2024,25923.0,4.0,8-Speed Automatic,1.5T SE,Sedan,Front-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,50702.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Volvo XC90 Recharge Plug-In Hybrid T8 Plus Bright Theme 7 Passenger,Volvo,XC90 Recharge Plug-In Hybrid,2024,75595.0,4.0,8-Speed Automatic,T8 Plus Bright Theme 7 Passenger,SUV,All-wheel Drive
2024 Jeep Wrangler 4xe Sport,Jeep,Wrangler 4xe,2024,51845.0,4.0,8-Speed Automatic,Sport,SUV,Four-wheel Drive
2024 Cadillac XT5 Premium Luxury,Cadillac,XT5,2024,60915.0,6.0,9-Speed Automatic,Premium Luxury,SUV,Front-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,71167.0,6.0,6-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,41975.0,4.0,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,All-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,38481.0,4.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Hyundai Sonata Hybrid SEL,Hyundai,Sonata Hybrid,2024,32520.0,4.0,6-Speed Automatic,SEL,Sedan,Front-wheel Drive
2024 Chevrolet Equinox LS,Chevrolet,Equinox,2024,31537.0,4.0,6-Speed Automatic,LS,SUV,All-wheel Drive
2024 Jeep Grand Cherokee Altitude,Jeep,Grand Cherokee,2024,47175.0,6.0,Automatic,Altitude,SUV,Four-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,51585.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,2024,113030.0,Electric,Automatic,Base 4MATIC,Sedan,All-wheel Drive
2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,2024,114850.0,Electric,1-Speed Automatic,Base 4MATIC,SUV,All-wheel Drive
2024 Nissan Frontier SV,Nissan,Frontier,2024,37946.0,6.0,9-Speed Automatic,SV,Pickup Truck,Rear-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,31301.0,4.0,6-Speed Automatic,1LT,SUV,All-wheel Drive
2024 Nissan Titan SV,Nissan,Titan,2024,50030.0,8.0,Automatic,SV,Pickup Truck,Four-wheel Drive
2024 GMC Savana 2500 Work Van,GMC,Savana 2500,2024,42990.0,6.0,8-Speed Automatic,Work Van,Cargo Van,Rear-wheel Drive
2024 Chevrolet Equinox RS,Chevrolet,Equinox,2024,32635.0,4.0,6-Speed Automatic,RS,SUV,Front-wheel Drive
2024 Honda HR-V LX,Honda,HR-V,2024,27450.0,4.0,Automatic,LX,SUV,All-wheel Drive
2024 Kia Niro Touring,Kia,Niro,2024,34310.0,4.0,6-SPEED AUTOMATIC,Touring,SUV,Front-wheel Drive
2024 Buick Encore GX Avenir,Buick,Encore GX,2024,36190.0,3.0,9-Speed Automatic,Avenir,SUV,All-wheel Drive
2024 Kia EV9 Light Long Range,Kia,EV9,2024,52388.0,Electric,1-Speed Automatic,Light Long Range,SUV,Rear-wheel Drive
2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,2024,57849.0,4.0,Automatic,Premium Plus,SUV,All-wheel Drive
2024 Ford Edge SEL,Ford,Edge,2024,44615.0,4.0,8-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Kia Sportage SX,Kia,Sportage,2024,34985.0,4.0,8-Speed Automatic,SX,SUV,Front-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28867.0,4.0,Automatic,Latitude,SUV,Four-wheel Drive
2024 RAM ProMaster 2500 High Roof,RAM,ProMaster 2500,2024,53890.0,6.0,9-Speed Automatic,High Roof,Cargo Van,Front-wheel Drive
2024 Hyundai IONIQ 6 SEL,Hyundai,IONIQ 6,2024,48510.0,Electric,Automatic,SEL,Sedan,All-wheel Drive
2024 Kia Sportage EX,Kia,Sportage,2024,31190.0,4.0,8-Speed Automatic,EX,SUV,Front-wheel Drive
2024 Hyundai IONIQ 5 Limited,Hyundai,IONIQ 5,2024,52515.0,Electric,1-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,35364.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid N Line,Hyundai,Tucson Hybrid,2024,35885.0,4.0,6-Speed Automatic,N Line,SUV,All-wheel Drive
2024 Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE 450,2024,85630.0,6.0,9-Speed Automatic,4MATIC,SUV,All-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,47530.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,2024,58399.0,4.0,Automatic,Premium Plus,SUV,All-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,75888.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49632.0,8.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,55439.0,4.0,8-Speed Automatic,Premium,SUV,All-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,30618.0,4.0,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,All-wheel Drive
2024 Mercedes-Benz GLS 450 4MATIC,Mercedes-Benz,GLS 450,2024,98180.0,6.0,9-Speed Automatic,4MATIC,SUV,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,44604.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Acura MDX Technology,Acura,MDX,2024,57650.0,6.0,10-Speed Automatic,Technology,SUV,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,32269.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Hyundai IONIQ 5 SE,Hyundai,IONIQ 5,2024,42466.0,Electric,1-Speed Automatic,SE,SUV,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,45051.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Land Rover Discovery Sport Dynamic SE,Land Rover,Discovery Sport,2024,57508.0,4.0,9-Speed Automatic,Dynamic SE,SUV,All-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,51803.0,6.0,Automatic,Base,Cargo Van,Rear-wheel Drive
2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,2024,114160.0,Electric,1-Speed Automatic,Base 4MATIC,SUV,All-wheel Drive
2024 Acura MDX Technology,Acura,MDX,2024,56800.0,6.0,10-Speed Automatic,Technology,SUV,Front-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,52631.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,38500.0,4.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,72066.64583333333,8.0,8-Speed Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Chevrolet Trax LT,Chevrolet,Trax,2024,24680.0,3.0,6-Speed Automatic,LT,SUV,Front-wheel Drive
2024 BMW i5 M60,BMW,i5,2024,96895.0,Electric,1-Speed Automatic,M60,Sedan,All-wheel Drive
2024 Jeep Wrangler 4xe Rubicon X,Jeep,Wrangler 4xe,2024,54490.0,4.0,Automatic,Rubicon X,SUV,Four-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,80095.0,6.0,Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 Honda Odyssey Touring,Honda,Odyssey,2024,44350.0,6.0,Automatic,Touring,Passenger Van,Front-wheel Drive
2024 BMW i5 M60,BMW,i5,2024,93335.0,Electric,1-Speed Automatic,M60,Sedan,All-wheel Drive
2024 Chevrolet Silverado 1500 Custom Trail Boss,Chevrolet,Silverado 1500,2024,57635.0,8.0,Automatic,Custom Trail Boss,Pickup Truck,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28860.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,34637.0,4.0,9-Speed Automatic,GT,SUV,All-wheel Drive
